,Analog1[V],Analog2[V],Analog9[V]
"12:33:52.800000",0.000,0.025,-0.002
"12:33:53.000000",0.000,0.023,0.000
"12:33:53.200000",-0.001,0.025,-0.002
"12:33:53.400000",-0.001,0.025,-0.002
"12:33:53.600000",0.000,0.025,-0.001
"12:33:53.800000",0.002,0.025,-0.001
"12:33:54.000000",0.000,0.025,0.001
"12:33:54.200000",0.000,0.025,0.001
"12:33:54.400000",0.000,0.025,0.003
"12:33:54.600000",0.001,0.026,0.003
"12:33:54.800000",0.001,0.025,0.002
"12:33:55.000000",0.002,0.026,0.005
"12:33:55.200000",0.004,0.027,0.007
"12:33:55.400000",0.004,0.027,0.006
"12:33:55.600000",0.004,0.029,0.009
"12:33:55.800000",0.006,0.030,0.010
"12:33:56.000000",0.006,0.032,0.012
"12:33:56.200000",0.007,0.033,0.012
"12:33:56.400000",0.007,0.033,0.013
"12:33:56.600000",0.008,0.034,0.014
"12:33:56.800000",0.008,0.036,0.017
"12:33:57.000000",0.010,0.037,0.018
"12:33:57.200000",0.011,0.038,0.017
"12:33:57.400000",0.012,0.039,0.017
"12:33:57.600000",0.012,0.040,0.021
"12:33:57.800000",0.011,0.039,0.021
"12:33:58.000000",0.013,0.040,0.022
"12:33:58.200000",0.013,0.041,0.023
"12:33:58.400000",0.012,0.041,0.024
"12:33:58.600000",0.013,0.042,0.024
"12:33:58.800000",0.014,0.043,0.027
"12:33:59.000000",0.013,0.042,0.029
"12:33:59.200000",0.015,0.043,0.027
"12:33:59.400000",0.015,0.045,0.029
"12:33:59.600000",0.015,0.046,0.031
"12:33:59.800000",0.016,0.046,0.032
"12:34:00.000000",0.017,0.047,0.033
"12:34:00.200000",0.017,0.046,0.034
"12:34:00.400000",0.018,0.048,0.034
"12:34:00.600000",0.017,0.049,0.038
"12:34:00.800000",0.017,0.049,0.037
"12:34:01.000000",0.018,0.049,0.038
"12:34:01.200000",0.018,0.049,0.039
"12:34:01.400000",0.019,0.049,0.042
"12:34:01.600000",0.019,0.051,0.043
"12:34:01.800000",0.020,0.053,0.043
"12:34:02.000000",0.018,0.053,0.044
"12:34:02.200000",0.021,0.053,0.045
"12:34:02.400000",0.021,0.054,0.047
"12:34:02.600000",0.021,0.053,0.047
"12:34:02.800000",0.021,0.055,0.049
"12:34:03.000000",0.021,0.057,0.051
"12:34:03.200000",0.023,0.056,0.051
"12:34:03.400000",0.022,0.056,0.053
"12:34:03.600000",0.023,0.057,0.053
"12:34:03.800000",0.023,0.057,0.055
"12:34:04.000000",0.025,0.059,0.055
"12:34:04.200000",0.025,0.060,0.055
"12:34:04.400000",0.023,0.060,0.058
"12:34:04.600000",0.025,0.059,0.059
"12:34:04.800000",0.024,0.062,0.060
"12:34:05.000000",0.026,0.062,0.059
"12:34:05.200000",0.025,0.062,0.062
"12:34:05.400000",0.025,0.064,0.061
"12:34:05.600000",0.025,0.063,0.064
"12:34:05.800000",0.027,0.064,0.066
"12:34:06.000000",0.028,0.065,0.066
"12:34:06.200000",0.027,0.066,0.067
"12:34:06.400000",0.028,0.067,0.068
"12:34:06.600000",0.028,0.067,0.070
"12:34:06.800000",0.028,0.068,0.072
"12:34:07.000000",0.029,0.067,0.073
"12:34:07.200000",0.030,0.069,0.074
"12:34:07.400000",0.030,0.070,0.075
"12:34:07.600000",0.031,0.072,0.075
"12:34:07.800000",0.031,0.072,0.076
"12:34:08.000000",0.031,0.072,0.078
"12:34:08.200000",0.032,0.073,0.079
"12:34:08.400000",0.032,0.074,0.080
"12:34:08.600000",0.032,0.076,0.081
"12:34:08.800000",0.034,0.077,0.078
"12:34:09.000000",0.035,0.077,0.083
"12:34:09.200000",0.034,0.079,0.081
"12:34:09.400000",0.035,0.079,0.085
"12:34:09.600000",0.036,0.080,0.087
"12:34:09.800000",0.036,0.081,0.087
"12:34:10.000000",0.037,0.082,0.088
"12:34:10.200000",0.038,0.083,0.088
"12:34:10.400000",0.039,0.083,0.092
"12:34:10.600000",0.038,0.085,0.092
"12:34:10.800000",0.040,0.087,0.092
"12:34:11.000000",0.040,0.088,0.094
"12:34:11.200000",0.040,0.089,0.095
"12:34:11.400000",0.041,0.089,0.096
"12:34:11.600000",0.042,0.089,0.096
"12:34:11.800000",0.042,0.090,0.097
"12:34:12.000000",0.044,0.092,0.099
"12:34:12.200000",0.042,0.094,0.100
"12:34:12.400000",0.044,0.094,0.103
"12:34:12.600000",0.043,0.095,0.102
"12:34:12.800000",0.044,0.096,0.104
"12:34:13.000000",0.045,0.098,0.104
"12:34:13.200000",0.047,0.099,0.106
"12:34:13.400000",0.047,0.100,0.107
"12:34:13.600000",0.049,0.102,0.108
"12:34:13.800000",0.049,0.102,0.108
"12:34:14.000000",0.049,0.102,0.111
"12:34:14.200000",0.049,0.104,0.112
"12:34:14.400000",0.051,0.106,0.113
"12:34:14.600000",0.050,0.107,0.113
"12:34:14.800000",0.052,0.108,0.114
"12:34:15.000000",0.051,0.108,0.115
"12:34:15.200000",0.052,0.109,0.118
"12:34:15.400000",0.054,0.111,0.117
"12:34:15.600000",0.053,0.112,0.120
"12:34:15.800000",0.054,0.113,0.120
"12:34:16.000000",0.055,0.115,0.121
"12:34:16.200000",0.055,0.113,0.123
"12:34:16.400000",0.056,0.116,0.124
"12:34:16.600000",0.057,0.117,0.125
"12:34:16.800000",0.056,0.117,0.126
"12:34:17.000000",0.059,0.120,0.128
"12:34:17.200000",0.058,0.121,0.129
"12:34:17.400000",0.059,0.121,0.130
"12:34:17.600000",0.061,0.122,0.131
"12:34:17.800000",0.062,0.125,0.132
"12:34:18.000000",0.062,0.126,0.132
"12:34:18.200000",0.062,0.128,0.134
"12:34:18.400000",0.063,0.127,0.134
"12:34:18.600000",0.063,0.129,0.136
"12:34:18.800000",0.064,0.129,0.137
"12:34:19.000000",0.064,0.131,0.139
"12:34:19.200000",0.066,0.133,0.139
"12:34:19.400000",0.067,0.134,0.142
"12:34:19.600000",0.068,0.134,0.141
"12:34:19.800000",0.068,0.136,0.143
"12:34:20.000000",0.069,0.136,0.143
"12:34:20.200000",0.068,0.137,0.145
"12:34:20.400000",0.070,0.141,0.145
"12:34:20.600000",0.071,0.141,0.147
"12:34:20.800000",0.072,0.141,0.150
"12:34:21.000000",0.072,0.143,0.148
"12:34:21.200000",0.072,0.143,0.149
"12:34:21.400000",0.074,0.146,0.151
"12:34:21.600000",0.074,0.147,0.153
"12:34:21.800000",0.074,0.147,0.154
"12:34:22.000000",0.075,0.148,0.156
"12:34:22.200000",0.076,0.149,0.156
"12:34:22.400000",0.076,0.151,0.158
"12:34:22.600000",0.077,0.153,0.159
"12:34:22.800000",0.077,0.154,0.159
"12:34:23.000000",0.077,0.155,0.162
"12:34:23.200000",0.079,0.156,0.160
"12:34:23.400000",0.081,0.156,0.163
"12:34:23.600000",0.081,0.158,0.163
"12:34:23.800000",0.082,0.160,0.165
"12:34:24.000000",0.084,0.161,0.165
"12:34:24.200000",0.082,0.161,0.169
"12:34:24.400000",0.083,0.164,0.169
"12:34:24.600000",0.084,0.164,0.169
"12:34:24.800000",0.085,0.166,0.170
"12:34:25.000000",0.085,0.167,0.172
"12:34:25.200000",0.087,0.169,0.173
"12:34:25.400000",0.087,0.170,0.173
"12:34:25.600000",0.087,0.170,0.175
"12:34:25.800000",0.088,0.171,0.179
"12:34:26.000000",0.089,0.173,0.178
"12:34:26.200000",0.092,0.175,0.179
"12:34:26.400000",0.090,0.176,0.179
"12:34:26.600000",0.090,0.177,0.181
"12:34:26.800000",0.092,0.178,0.181
"12:34:27.000000",0.092,0.179,0.183
"12:34:27.200000",0.093,0.181,0.184
"12:34:27.400000",0.093,0.182,0.185
"12:34:27.600000",0.094,0.184,0.186
"12:34:27.800000",0.095,0.185,0.188
"12:34:28.000000",0.094,0.185,0.190
"12:34:28.200000",0.098,0.187,0.188
"12:34:28.400000",0.097,0.188,0.191
"12:34:28.600000",0.097,0.190,0.191
"12:34:28.800000",0.098,0.192,0.194
"12:34:29.000000",0.100,0.192,0.193
"12:34:29.200000",0.100,0.192,0.196
"12:34:29.400000",0.100,0.193,0.196
"12:34:29.600000",0.100,0.196,0.197
"12:34:29.800000",0.102,0.198,0.199
"12:34:30.000000",0.103,0.199,0.199
"12:34:30.200000",0.103,0.199,0.201
"12:34:30.400000",0.104,0.200,0.202
"12:34:30.600000",0.105,0.202,0.203
"12:34:30.800000",0.106,0.204,0.204
"12:34:31.000000",0.105,0.204,0.205
"12:34:31.200000",0.107,0.206,0.207
"12:34:31.400000",0.107,0.207,0.205
"12:34:31.600000",0.108,0.208,0.208
"12:34:31.800000",0.109,0.210,0.210
"12:34:32.000000",0.109,0.211,0.211
"12:34:32.200000",0.112,0.213,0.212
"12:34:32.400000",0.111,0.214,0.214
"12:34:32.600000",0.111,0.214,0.213
"12:34:32.800000",0.113,0.216,0.214
"12:34:33.000000",0.113,0.216,0.216
"12:34:33.200000",0.113,0.218,0.217
"12:34:33.400000",0.114,0.220,0.220
"12:34:33.600000",0.115,0.222,0.220
"12:34:33.800000",0.116,0.222,0.220
"12:34:34.000000",0.117,0.222,0.222
"12:34:34.200000",0.117,0.224,0.222
"12:34:34.400000",0.118,0.226,0.223
"12:34:34.600000",0.117,0.227,0.225
"12:34:34.800000",0.119,0.229,0.226
"12:34:35.000000",0.120,0.229,0.228
"12:34:35.200000",0.122,0.231,0.228
"12:34:35.400000",0.121,0.232,0.231
"12:34:35.600000",0.122,0.234,0.231
"12:34:35.800000",0.122,0.236,0.231
"12:34:36.000000",0.124,0.236,0.233
"12:34:36.200000",0.124,0.237,0.233
"12:34:36.400000",0.125,0.237,0.236
"12:34:36.600000",0.125,0.239,0.236
"12:34:36.800000",0.126,0.241,0.237
"12:34:37.000000",0.127,0.243,0.238
"12:34:37.200000",0.127,0.244,0.239
"12:34:37.400000",0.129,0.243,0.241
"12:34:37.600000",0.129,0.246,0.240
"12:34:37.800000",0.128,0.247,0.244
"12:34:38.000000",0.130,0.248,0.244
"12:34:38.200000",0.130,0.250,0.246
"12:34:38.400000",0.131,0.251,0.248
"12:34:38.600000",0.132,0.252,0.247
"12:34:38.800000",0.132,0.252,0.248
"12:34:39.000000",0.134,0.254,0.249
"12:34:39.200000",0.132,0.256,0.250
"12:34:39.400000",0.134,0.257,0.254
"12:34:39.600000",0.134,0.257,0.253
"12:34:39.800000",0.134,0.259,0.255
